date,portfolio_value,cash,position_value,sip_value,num_positions,num_sip_positions,total_trades,current_position_size,total_self_dividend
2021-02-17,471430.784332076,313063.8291919019,128710.37649606782,29656.57864410631,12,2,61,11331.30450104688,18101.698662595445
2021-02-18,473412.9861070959,313063.8291919019,130090.21025096979,30258.946664224182,12,2,61,11331.30450104688,18101.698662595445
2021-02-19,473337.2477756447,301732.524690855,141628.1228549417,29976.600229848013,13,2,61,11331.30450104688,18101.698662595445
2021-02-22,469437.6202554262,290401.2201898081,149616.36157333176,29420.03849228634,14,2,61,11331.30450104688,18101.698662595445
2021-02-23,471324.6425355526,279069.9156887612,162512.05639140983,29742.67045538156,15,2,61,11331.30450104688,18101.698662595445
2021-02-24,471774.9021283262,267738.6111877143,173973.12784273637,30063.16309787547,16,2,61,11331.30450104688,18101.698662595445
2021-02-25,474453.5408662178,291009.612679952,152401.09026563689,31042.83792062898,14,2,64,11414.83152388102,19350.818450216888
2021-02-26,470345.4874018135,278674.22060737415,160734.52145420507,30936.745340234243,15,2,64,11414.83152388102,19350.818450216888
2021-03-01,472121.0732423533,267259.38908349315,174411.90919653024,30449.77496232988,16,2,64,11414.83152388102,19350.818450216888
2021-03-02,476242.46835483826,255844.55755961212,189202.99581375087,31194.914981475282,17,2,64,11414.83152388102,19350.818450216888
2021-03-03,478443.023048466,255844.55755961212,191352.4860825052,31245.979406348742,17,2,64,11414.83152388102,19350.818450216888
2021-03-04,478052.90452702227,255844.55755961212,191240.83729679673,30967.509670613472,17,2,64,11414.83152388102,19350.818450216888
2021-03-05,476472.08377611375,244429.7260357311,201340.52126905636,30701.836471326278,18,2,64,11414.83152388102,19350.818450216888
2021-03-08,476539.92965152627,244714.75976732385,201149.9919294156,30675.177954786785,18,2,65,11431.309135728508,19647.41546347171
2021-03-09,476316.3172894678,244714.75976732385,201777.01022865035,29824.547293493597,18,2,65,11431.309135728508,19647.41546347171
2021-03-10,478549.2732328433,269020.4161983709,179603.68263003556,29925.17440443685,16,2,68,11491.672556939813,20662.15911266669
2021-03-12,477628.6067586192,269020.4161983709,178298.4334774083,30309.757082839962,16,2,68,11491.672556939813,20662.15911266669
2021-03-15,476766.1326303382,268099.8556496741,177367.98230202156,31298.29467864253,16,2,68,11491.672556939813,20662.15911266669
2021-03-16,478216.2297932004,280149.54716755805,166842.23719579968,31224.4454298427,15,2,69,11510.997006382171,20971.350303744428
2021-03-17,475451.12781701627,268638.5501611759,176590.34605238558,30222.231603454806,16,2,69,11510.997006382171,20971.350303744428
2021-03-18,474232.8452831126,269104.13382026285,174976.5831553083,30152.1283075415,16,2,70,11529.1179464334,21261.2853445641
2021-03-19,476764.80329584714,293197.7936082842,153107.53511056348,30459.47457699942,14,2,72,11567.516734062847,21854.86319816435
2021-03-22,478192.85358368274,281630.27687422134,165917.97746845474,30644.599241006646,15,2,72,11567.516734062847,21854.86319816435
2021-03-23,478916.66959776165,270062.76014015847,178282.6735304047,30571.23592719849,16,2,72,11567.516734062847,21854.86319816435
2021-03-24,476305.70949063485,258495.24340609563,187642.04791316533,30168.418171373916,17,2,72,11567.516734062847,21854.86319816435
2021-03-25,471299.0802338417,246927.7266720328,195065.30963265052,29306.04392915841,18,2,72,11567.516734062847,21854.86319816435
2021-03-26,474765.83114970033,235360.20993796995,209488.73886113186,29916.882350598535,19,2,72,11567.516734062847,21854.86319816435
2021-03-30,479284.0926083422,246502.9101558112,201660.99438177494,31120.188070756056,18,2,74,11598.631954791112,22430.076942388994
2021-03-31,478405.6261203991,234904.2782010201,212613.7764281043,30887.571491274743,19,2,74,11598.631954791112,22430.076942388994
2021-04-01,480995.066711119,235412.76893212443,214234.89927455276,31347.39850444182,19,2,75,11613.215899435236,22707.171890627364
2021-04-05,477355.1788620796,235912.75891289435,210225.5430998098,31216.876849375516,19,2,76,11627.96425473638,22987.3906413491
2021-04-06,479104.6958681751,236301.01442739565,211463.56819240758,31340.113248371894,19,2,77,11644.217991097372,23296.211632207924
2021-04-07,482300.8122520577,235960.1362319569,214714.97117292476,31625.704847176094,19,2,78,11658.053960094328,23559.095043150115
2021-04-08,482080.5801784428,235960.1362319569,214361.43333892155,31759.01060756444,19,2,78,11658.053960094328,23559.095043150115
2021-04-09,481235.5463017649,248126.76054008998,201470.75634881575,31638.02941285917,18,2,79,11677.83798073254,23934.991435276144
2021-04-12,470939.71286533226,248267.16042768516,192534.47882264468,30138.073615002424,18,2,80,11697.697667233,24292.46579228442
2021-04-13,477562.214540618,236569.46276045215,210239.21972164427,30753.53205852159,19,2,80,11697.697667233,24292.46579228442
2021-04-15,476854.5909226005,223889.83384127583,221306.10364829356,31658.65343303106,20,2,80,11697.697667233,24292.46579228442
2021-04-16,479013.58405743726,223889.83384127583,223060.11144302986,32063.63877313153,20,2,80,11697.697667233,24292.46579228442
2021-04-19,472047.9514071838,223889.83384127583,216726.0393824977,31432.078183410216,20,2,80,11697.697667233,24292.46579228442
2021-04-20,473017.58006562176,212192.13617404283,229308.18665916155,31517.25723241733,21,2,80,11697.697667233,24292.46579228442
2021-04-22,474256.99931905535,200494.43850680982,241812.52148729534,31950.0393249502,22,2,80,11697.697667233,24292.46579228442
2021-04-23,474790.7528331651,188796.7408395768,254107.027573483,31886.984420105277,23,2,80,11697.697667233,24292.46579228442
2021-04-26,477452.67186247674,201637.0213991837,243943.52030486416,31872.130158428936,22,2,82,11725.957281833846,24927.419901992722
2021-04-27,480304.11084810743,189911.06411734986,258258.38855549874,32134.658175258854,23,2,82,11725.957281833846,24927.419901992722
2021-04-28,484831.26523973123,190363.7766960784,262149.3027781021,32318.18576555079,23,2,83,11738.195184185535,25208.891656081567
2021-04-29,483694.6501381381,177578.18817648667,272769.0138193175,33347.44814233386,24,2,83,11738.195184185535,25208.891656081567
2021-04-30,481319.40535591234,178268.41926420885,269747.07882265374,33303.90726904974,24,2,84,11753.742601306274,25582.02966697929
2021-05-03,481677.32468976564,166514.67666290258,281384.54501626716,33778.103010595885,25,2,84,11753.742601306274,25582.02966697929
2021-05-04,479923.1259584837,166896.20722432155,279236.97358467337,33789.94514948882,25,2,85,11764.694462692685,25855.82620163956
2021-05-05,482796.2490863858,167641.8382876669,280986.3888607268,34168.02193799214,25,2,86,11781.278704709115,26270.432252050294
2021-05-06,485248.8662056542,167641.8382876669,283107.9873776057,34499.0405403816,25,2,86,11781.278704709115,26270.432252050294
2021-05-07,486600.25607555127,155860.5595829578,295559.12370700587,35180.57278558762,26,2,86,11781.278704709115,26270.432252050294
2021-05-10,489860.0464123732,168099.97720976916,286026.62383157806,35733.44537102592,25,2,87,11794.938313947154,26625.582092239278
2021-05-11,488957.3193899387,168966.10275704548,284049.47308853036,35941.74354436287,25,2,88,11814.598848518388,27117.09545652014
2021-05-12,487457.0052786132,168966.10275704548,283284.129435772,35206.77308579568,25,2,88,11814.598848518388,27117.09545652014
2021-05-14,486777.2693272317,180954.32909638624,270941.8177403303,34881.12249051512,24,2,89,11831.90039848897,27549.6342057847
2021-05-17,490124.58937264554,168075.0353624911,286408.70412241196,35640.84988774251,25,2,89,11831.90039848897,27549.6342057847
2021-05-18,494118.407983732,192817.2590629086,265880.79022919986,35420.35869162355,23,2,91,11860.340692252761,28246.34833660747
2021-05-19,493972.1766894228,192817.2590629086,266080.82965669513,35074.08796981907,23,2,91,11860.340692252761,28246.34833660747
2021-05-20,492636.7075603834,192817.2590629086,264627.8662268192,35191.58227065561,23,2,91,11860.340692252761,28246.34833660747
2021-05-21,496325.3509389716,229740.92288709682,230798.71357147684,35785.71448039799,20,2,94,11908.243372360339,29301.54576991465
2021-05-24,496681.56505293003,242173.9612739979,218349.94545331557,36157.658325616576,19,2,95,11925.92039998702,29655.08632244827
2021-05-25,497758.11684583966,242173.9612739979,219380.98270264186,36203.1728691999,19,2,95,11925.92039998702,29655.08632244827
2021-05-26,498856.88656995055,242636.23926100318,220122.85220751847,36097.795101428936,19,2,96,11942.323634643322,29966.747780918005
2021-05-27,499615.36906947894,266972.79728928703,196923.45270365427,35719.11907653767,17,2,98,11976.094265016241,30592.50324388336
2021-05-28,501076.0588290301,254996.7030242708,210079.9313117785,35999.424492980776,18,2,98,11976.094265016241,30592.50324388336
2021-05-31,502572.6367613127,254161.12914070947,210911.58201502048,37499.92560558275,18,2,99,11992.095472787341,30880.524983763164
2021-06-01,502135.1578641471,242169.03366792214,222585.183428452,37380.94076777293,19,2,99,11992.095472787341,30880.524983763164
2021-06-02,502610.51456226246,242169.03366792214,223014.59382191574,37426.88707242461,19,2,99,11992.095472787341,30880.524983763164
2021-06-03,504117.9145729582,266726.37311151176,199907.71817775985,37483.82328368661,17,2,101,12026.87347043717,31522.380637712875
2021-06-04,504105.04621203465,279167.62152386794,187247.36424044543,37690.060447721306,16,2,102,12045.304339961813,31835.705419631784
2021-06-07,505478.78290803917,279167.62152386794,188357.6453556629,37953.51602850831,16,2,102,12045.304339961813,31835.705419631784
2021-06-08,507116.5701092327,279167.62152386794,189386.61486586177,38562.33371950299,16,2,102,12045.304339961813,31835.705419631784
2021-06-09,505587.012821691,279167.62152386794,188190.5450798156,38228.84621800741,16,2,102,12045.304339961813,31835.705419631784
2021-06-10,506473.07512093626,279167.62152386794,188960.9982687937,38344.45532827462,16,2,102,12045.304339961813,31835.705419631784
2021-06-11,507462.52742763446,316316.210795556,152947.74307423257,38198.5735578459,13,2,105,12108.579044445278,32781.683931383566
2021-06-14,507344.5286120291,316316.210795556,152877.57372293773,38150.74409353535,13,2,105,12108.579044445278,32781.683931383566
2021-06-15,507869.1010758595,316777.36366502184,152910.19970096153,38181.53770987611,13,2,106,12131.684502090226,33082.0548807679
2021-06-16,506970.6944692787,303528.459605165,164369.62148735044,39072.61337676327,14,2,106,12131.684502090226,33082.0548807679
2021-06-17,505969.7409197619,291396.7751030748,175970.58504988148,38602.38076680561,15,2,106,12131.684502090226,33082.0548807679
2021-06-18,506015.4840727552,304425.1768105702,162847.18945351688,38743.11780866819,14,2,108,12174.587868949895,33701.75721870094
2021-06-21,506400.5774243161,304889.0316349885,162621.5419465014,38890.00384282616,14,2,109,12198.526654897334,34036.90022196508
2021-06-22,506647.95400570554,292690.5049800912,175240.05161812244,38717.397407491924,15,2,109,12198.526654897334,34036.90022196508
2021-06-23,506111.9306293115,280491.97832519386,187162.99998284914,38456.95232126849,16,2,109,12198.526654897334,34036.90022196508
2021-06-24,505885.4560896408,304875.0080008481,162892.09906159868,38118.34902719403,14,2,112,12257.264681819239,34917.555405751606
2021-06-25,508230.3461271969,292617.7433190289,177101.1242992887,38511.47850887929,15,2,112,12257.264681819239,34917.555405751606
2021-06-28,508082.61361904285,305406.85881484835,164424.3914665669,38251.36333762756,14,2,113,12276.950976516644,35212.849826212674
2021-06-29,506308.7334938571,293129.9078383317,175184.47758507717,37994.348070448206,15,2,113,12276.950976516644,35212.849826212674
2021-06-30,505936.9448822713,279661.2560001974,186981.29822057913,39294.39066149475,16,2,113,12276.950976516644,35212.849826212674
2021-07-01,506297.18575747334,267384.30502368073,199967.00694917675,38945.87378461592,17,2,113,12276.950976516644,35212.849826212674
2021-07-02,506724.44747818715,255107.3540471641,212586.01965053065,39031.07378049243,18,2,113,12276.950976516644,35212.849826212674
2021-07-05,508694.12426887895,242830.40307064744,227009.62291798522,38854.09828024625,19,2,113,12276.950976516644,35212.849826212674
2021-07-06,508299.9096429704,230553.4520941308,238891.30488427586,38855.152664563735,20,2,113,12276.950976516644,35212.849826212674
2021-07-07,510042.0090270937,231107.49357117474,239838.7143912678,39095.80106465117,20,2,114,12293.168048277239,35537.19126142459
2021-07-08,506704.0117685206,218814.3255228975,249055.14048973192,38834.54575589111,21,2,114,12293.168048277239,35537.19126142459
2021-07-09,506882.9634219295,231661.5839633882,236047.29750188053,39174.08195666081,20,2,115,12307.215518721798,35832.18814076032
2021-07-12,506784.18786940956,231661.5839633882,236453.77461138304,38668.82929463839,20,2,115,12307.215518721798,35832.18814076032
2021-07-13,508394.54422182305,219354.3684446664,250392.64058193832,38647.53519521834,21,2,115,12307.215518721798,35832.18814076032
2021-07-14,508749.4294609919,207047.15292594463,263122.4503835926,38579.826151454734,22,2,115,12307.215518721798,35832.18814076032
2021-07-15,508646.86370590114,207773.3564332797,262538.9658553617,38334.5414172597,22,2,116,12324.43065773993,36210.9211991592
2021-07-16,509414.03590412415,194257.22491392205,275013.1076373843,40143.7033528178,23,2,116,12324.43065773993,36210.9211991592
2021-07-19,507278.6883522922,181932.79425618213,285017.56759281165,40328.326503298435,24,2,116,12324.43065773993,36210.9211991592
2021-07-20,504171.4217025893,181932.79425618213,282378.1374220631,39860.49002434411,24,2,116,12324.43065773993,36210.9211991592
2021-07-22,507851.7819480746,169608.3635984422,297281.380243504,40962.03810612837,25,2,116,12324.43065773993,36210.9211991592
2021-07-23,508224.46359729423,170115.37458764738,297063.8162256509,41045.27278399596,25,2,117,12337.835836882688,36546.050677728184
2021-07-26,507245.0911379452,157777.53875076468,308836.68545195257,40630.86693522793,26,2,117,12337.835836882688,36546.050677728184
2021-07-27,503989.3673761406,145439.70291388198,318174.1569708232,40375.50749143546,27,2,117,12337.835836882688,36546.050677728184
2021-07-28,503003.26341878716,133101.86707699928,328526.4784840816,41374.91785770624,28,2,117,12337.835836882688,36546.050677728184
2021-07-29,502469.5782954608,146369.69797749407,314958.84506107256,41141.035256894174,27,2,119,12362.84254080322,37234.864777610754
2021-07-30,503584.25894092786,146204.5942688627,315340.0654341077,42039.599237957445,27,2,120,12388.072765629771,37916.08084792762
2021-08-02,507128.66492343624,146204.5942688627,318159.1748210719,42764.89583350158,27,2,120,12388.072765629771,37916.08084792762
2021-08-03,512133.7487459747,171940.3212846207,296579.7215751133,43613.705886240656,25,2,122,12411.292602531365,38531.07326899705
2021-08-04,511714.9784094422,171940.3212846207,296682.4091337857,43092.24799103576,25,2,122,12411.292602531365,38531.07326899705
2021-08-05,513320.36259664927,171940.3212846207,297526.6566605456,43853.38465148296,25,2,122,12411.292602531365,38531.07326899705
2021-08-06,514044.67254573805,171940.3212846207,297794.2028282991,44310.148432818256,25,2,122,12411.292602531365,38531.07326899705
2021-08-09,513847.4167822052,159529.02868208935,310491.291617473,43827.09648264287,26,2,122,12411.292602531365,38531.07326899705
2021-08-10,512832.1174404996,147117.73607955797,321373.8161302989,44340.565230642744,27,2,122,12411.292602531365,38531.07326899705
2021-08-11,513568.7124925398,134706.4434770266,334320.7949857655,44541.4740297477,28,2,122,12411.292602531365,38531.07326899705
2021-08-12,514865.8522126889,147745.9443223237,322576.17256749567,44543.735322869514,27,2,123,12424.909564473872,38912.34820338727
2021-08-13,515970.22044779715,160768.1006559677,309800.13528647437,45401.98450535505,26,2,124,12438.149209194653,39269.81861084837
2021-08-16,515480.40965655865,172418.99980921886,296068.19280560425,46993.21704173555,25,2,125,12449.384034234923,39561.92406189539
2021-08-17,514754.91993033956,172418.99980921886,295588.98993086885,46746.93019025188,25,2,125,12449.384034234923,39561.92406189539
2021-08-18,514531.94191738754,159969.61577498395,308023.4152435559,46538.910898847666,26,2,125,12449.384034234923,39561.92406189539
2021-08-20,509771.9447036664,185598.38216209295,278412.39893992787,45761.16360164558,24,2,128,12499.422058719138,40809.72277466511
2021-08-23,507725.9809761357,173098.9601033738,288699.35047153884,45927.67040122306,25,2,128,12499.422058719138,40809.72277466511
2021-08-24,511247.76530350465,160599.53804465465,304580.17156581813,46068.055693031856,26,2,128,12499.422058719138,40809.72277466511
2021-08-25,511930.1587728183,148100.1159859355,317838.6676774903,45991.37510939252,27,2,128,12499.422058719138,40809.72277466511
2021-08-26,510156.6587204704,135600.69392721634,329240.4094479925,45315.55534526155,28,2,128,12499.422058719138,40809.72277466511
2021-08-27,513773.6494703105,135600.69392721634,332310.0732714106,45862.882271683535,28,2,128,12499.422058719138,40809.72277466511
2021-08-30,520690.68638149777,147471.6523274751,324958.3612348665,48260.67281915623,27,2,129,12514.850748318473,41241.72608344652
2021-08-31,525520.4467969919,173938.46707056783,301592.66977021244,49989.3099562116,25,2,131,12545.238471134871,42044.79513660974
2021-09-01,524797.0762139637,186956.22404636873,287481.6002236274,50359.251943967516,24,2,132,12557.367758600261,42348.02732324451
2021-09-02,526567.290850466,200930.54651667512,275131.09583895875,50505.64849483213,23,2,134,12595.040301116616,43236.41365545783
2021-09-03,528556.6167962298,250641.86687421222,227153.35302461375,50761.39689740386,19,2,138,12655.495959399408,44527.8877383448
2021-09-06,528303.9918865463,250641.86687421222,227082.03653027513,50580.088482058905,19,2,138,12655.495959399408,44527.8877383448
2021-09-07,528186.3824596658,250641.86687421222,226760.8053831198,50783.71020233371,19,2,138,12655.495959399408,44527.8877383448
2021-09-08,529304.1513221498,250641.86687421222,227602.67239947797,51059.612048459574,19,2,138,12655.495959399408,44527.8877383448
2021-09-09,530057.9934246026,263856.7682770334,214314.051197678,51887.17394989114,18,2,139,12674.324363191568,44885.62741039583
2021-09-13,531549.0527373604,276853.6225613184,202166.7093400485,52528.720835993416,17,2,140,12694.321677296244,45245.57906428
2021-09-14,533002.8138692419,276853.6225613184,203837.0506022898,52312.14070563372,17,2,140,12694.321677296244,45245.57906428
2021-09-15,536331.9400642596,301596.58819704514,179946.34879614206,54789.00307107235,15,2,142,12730.350831180407,45839.649930571744
2021-09-16,534860.0645618589,340081.2449331236,143010.75466304077,51768.06496569459,12,2,145,12835.221989153237,47280.453179521704
2021-09-17,534094.6333590231,340081.2449331236,142004.84643805487,52008.54198784464,12,2,145,12835.221989153237,47280.453179521704
2021-09-20,529461.0231975681,327246.02294397034,151185.73397365925,51029.26627993849,13,2,145,12835.221989153237,47280.453179521704
2021-09-21,530514.7016586249,327246.02294397034,152525.171033229,50743.507681425595,13,2,145,12835.221989153237,47280.453179521704
2021-09-22,532346.2405454083,327246.02294397034,154008.93210944737,51091.28549199061,13,2,145,12835.221989153237,47280.453179521704
2021-09-23,533554.2929837743,314410.8009548171,168060.86588843673,51082.62614052052,14,2,145,12835.221989153237,47280.453179521704
2021-09-24,532575.2539364565,301575.57896566385,179682.78130560016,51316.893665192576,15,2,145,12835.221989153237,47280.453179521704
2021-09-27,534692.7067158857,288740.3569765106,194457.09222635216,51495.25751302285,16,2,145,12835.221989153237,47280.453179521704
2021-09-28,534510.1818237773,275905.13498735736,207724.1698655145,50880.87697090546,17,2,145,12835.221989153237,47280.453179521704
2021-09-29,536160.5247571827,288360.74086996884,195165.9116280961,52633.872259117794,16,2,147,12887.023038186431,48127.678197659974
2021-09-30,534178.0529494048,275473.7178317824,206576.03296054216,52128.302157080296,17,2,147,12887.023038186431,48127.678197659974
2021-10-01,534370.3830261093,262586.694793596,220153.8089550997,51629.87927741361,18,2,147,12887.023038186431,48127.678197659974
2021-10-04,536644.8147997037,289307.64303301036,195316.83244056226,52020.339326131085,16,2,149,12933.147663868707,48932.06583453221
2021-10-05,537666.0523642573,289307.64303301036,195129.2260595927,53229.183271654234,16,2,149,12933.147663868707,48932.06583453221
2021-10-06,535293.562937049,276374.49536914163,205850.06160189872,53069.00596600858,17,2,149,12933.147663868707,48932.06583453221
2021-10-07,537660.180717682,275794.50309169345,208641.2650944354,53224.41253155317,17,2,150,12955.570072565231,49313.24678237312
2021-10-08,537871.3773984999,262838.9330191282,221666.31579313264,53366.12858623896,18,2,150,12955.570072565231,49313.24678237312
2021-10-11,538653.9623679292,262838.9330191282,222383.4632228084,53431.56612599255,18,2,150,12955.570072565231,49313.24678237312
2021-10-12,539712.7317617657,249883.362946563,236551.31704111298,53278.051774089705,19,2,150,12955.570072565231,49313.24678237312
2021-10-13,541768.778055344,250522.6924412934,237630.4950422512,53615.59057179947,19,2,151,12976.10189900151,49703.351484662446
2021-10-14,543080.5092474665,265250.9949027167,224355.3434683034,53474.1708764463,18,2,153,13030.214460444226,50698.42511908525
2021-10-18,543477.0399754159,277504.3897971876,211107.41410048696,54865.23607774138,17,2,154,13050.884135367003,51070.47926769526
2021-10-19,540783.396003737,264453.5056618206,221984.0063986326,54345.883943283785,18,2,154,13050.884135367003,51070.47926769526
2021-10-20,538702.621194521,264453.5056618206,219387.05093217897,54862.06460052145,18,2,154,13050.884135367003,51070.47926769526
2021-10-21,536614.0600542505,277515.37194377073,204214.03053090736,54884.657579572464,17,2,155,13069.600621931459,51407.376025855454
2021-10-22,534355.9341118699,277515.37194377073,202240.04923010553,54600.51293799364,17,2,155,13069.600621931459,51407.376025855454
2021-10-25,531931.682025221,264445.7713218393,213916.82022243366,53569.090480948005,18,2,155,13069.600621931459,51407.376025855454
2021-10-26,535199.9104435717,251376.17069990785,230071.86334823372,53751.87639543023,19,2,155,13069.600621931459,51407.376025855454
2021-10-27,536593.8297577266,238306.5700779764,244454.86800759137,53832.39167215884,20,2,155,13069.600621931459,51407.376025855454
2021-10-28,532502.2161504803,238306.5700779764,241306.4305501572,52889.2155223467,20,2,155,13069.600621931459,51407.376025855454
2021-10-29,532186.7871677703,223694.26708237623,254429.29930398805,54063.22078140608,21,2,155,13069.600621931459,51407.376025855454
2021-11-01,537329.9477827087,210624.66646044477,271173.4271428593,55531.85417940454,22,2,155,13069.600621931459,51407.376025855454
2021-11-02,536263.9450424712,210479.08621939758,270494.0538630533,55290.804960020294,22,2,156,13083.544568981328,51714.14286095256
2021-11-03,536656.3993570989,197395.54165041624,284725.87682178296,54534.98088489961,23,2,156,13083.544568981328,51714.14286095256
2021-11-04,538970.0463079836,184311.9970814349,299752.1119171211,54905.93730942755,24,2,156,13083.544568981328,51714.14286095256
2021-11-08,542131.6244399671,198471.45971502637,287707.93817563565,55952.22654930502,23,2,158,13112.586376677978,52397.756060544925
2021-11-09,542326.4687137135,185358.8733383484,300896.60211604985,56070.99325931519,24,2,158,13112.586376677978,52397.756060544925
2021-11-10,543101.6060506238,186129.81191847235,299839.4206471061,57132.37348504541,24,2,159,13129.607235993311,52806.2566841129
2021-11-11,540684.2656110057,173000.20468247903,311202.27521757944,56481.78571094727,25,2,159,13129.607235993311,52806.2566841129
2021-11-12,544497.0979667078,159870.5974464857,327323.9320658692,57302.56845435283,26,2,159,13129.607235993311,52806.2566841129
2021-11-15,545174.6093224286,161101.82937024822,327117.43410377955,56955.34584840089,26,2,160,13157.161531820577,53522.668375621826
2021-11-16,542248.907209354,147944.66783842765,338052.0253100046,56252.2140609217,27,2,160,13157.161531820577,53522.668375621826
2021-11-17,539857.9607007025,133244.80393293838,349636.3163513522,56976.84041641193,28,2,160,13157.161531820577,53522.668375621826
2021-11-18,535287.515345269,133244.80393293838,345845.1581866938,56197.55322563682,28,2,160,13157.161531820577,53522.668375621826
2021-11-22,530613.8970772268,133244.80393293838,340488.20107409236,56880.89207019601,28,2,160,13157.161531820577,53522.668375621826
2021-11-23,534639.0020977743,147242.991291136,329622.0381674459,57773.9726391923,27,2,161,13173.494438770867,53979.989770229964
2021-11-24,533246.6438794776,134069.49685236512,341049.989454449,58127.15757266345,28,2,161,13173.494438770867,53979.989770229964
2021-11-25,533489.2651508829,134069.49685236512,341206.62154024176,58213.146758275994,28,2,161,13173.494438770867,53979.989770229964
2021-11-26,523055.5083602029,120896.00241359425,346577.2196418977,55582.2863047109,29,2,161,13173.494438770867,53979.989770229964
2021-11-29,540055.4880775581,115308.26842385512,358832.9315043791,65914.2881493239,30,3,162,13173.494438770867,53979.989770229964
2021-11-30,557072.9751580006,110927.10832353568,370433.1324981556,75712.73433630943,31,4,163,13173.494438770867,53979.989770229964
2021-12-01,560668.0404031613,96944.8349179588,387540.8883098002,76182.31717540235,32,4,163,13173.494438770867,53979.989770229964
2021-12-02,566405.4859784131,83771.34047918793,404992.1025854681,77642.0429137571,33,4,163,13173.494438770867,53979.989770229964
2021-12-03,563068.9820593752,70597.84604041706,415252.99094048055,77218.14507847762,34,4,163,13173.494438770867,53979.989770229964
2021-12-06,554090.4356615678,57424.351601646194,420898.7682522818,75767.31580763987,35,4,163,13173.494438770867,53979.989770229964
2021-12-07,560803.0051879832,44250.85716287533,440164.158983762,76387.98904134576,36,4,163,13173.494438770867,53979.989770229964
2021-12-08,569218.3313345178,31077.36272410446,460494.5246570116,77646.44395340171,37,4,163,13173.494438770867,53979.989770229964
2021-12-09,570645.4849227543,31077.36272410446,461665.53442250757,77902.58777614223,37,4,163,13173.494438770867,53979.989770229964
2021-12-10,571030.0983207554,31077.36272410446,461975.01015446475,77977.72544218623,37,4,163,13173.494438770867,53979.989770229964
2021-12-13,567451.3070316615,31077.36272410446,459301.3701011545,77072.57420640258,37,4,163,13173.494438770867,53979.989770229964
2021-12-14,565928.0661596425,17903.868285333592,471644.988233441,76379.20964086788,38,4,163,13173.494438770867,53979.989770229964
2021-12-15,563681.2710485321,4730.373846562725,483205.3053115505,75745.59189041893,39,4,163,13173.494438770867,53979.989770229964
2021-12-16,563316.105528155,4730.373846562725,482910.4630018856,75675.26867970664,39,4,163,13173.494438770867,53979.989770229964
2021-12-17,553412.5298050627,3084.824647982776,474477.0397945499,75850.66536252994,39,4,163,13173.494438770867,53979.989770229964
2021-12-20,561225.2128884493,265.4912323966346,477351.5241860997,83608.19746995303,40,5,164,13173.494438770867,53979.989770229964
2021-12-21,567935.178057699,265.4912323966346,482996.3488349252,84673.33799037717,40,5,164,13173.494438770867,53979.989770229964
2021-12-22,574267.0526362834,14940.154750074664,473182.9136550585,86143.98423115035,39,5,166,13192.727377916308,54740.19077925626
2021-12-23,577933.8654430872,14068.8480419459,476311.16186174005,87553.8555394012,39,5,166,13192.727377916308,54740.19077925626
2021-12-24,573778.0488113436,27965.54066368797,458912.6799804844,86899.82816717122,38,5,167,13203.331121503623,55153.73677916157
2021-12-27,576037.5431555342,27965.54066368797,461030.89360185387,87041.10888999239,38,5,167,13203.331121503623,55153.73677916157
2021-12-28,580700.9880751485,55582.24400184108,437092.17939440045,88026.56467890703,36,5,169,13221.062717601948,55819.04804051369
2021-12-29,581831.9545510564,42361.18128423913,451398.19731281593,88072.57595400131,37,5,169,13221.062717601948,55819.04804051369
2021-12-30,580913.3650940806,42126.12780019369,450226.66774737806,88560.56954650879,37,5,170,13229.499167237507,56131.196677029366
2021-12-31,587026.6456607986,68587.08013818864,428039.1350769315,90400.4304456785,35,5,172,13246.808388692669,56762.76288984473
2022-01-03,594526.0399519702,96231.89598442079,406500.2067227181,91793.93724483135,33,5,174,13266.27899436144,57433.61997557871
2022-01-04,597198.86066573,109819.50740652999,395421.42194138636,91957.9313178137,32,5,175,13275.544290166103,57739.37473713255
2022-01-05,602667.6126838267,123802.84565128144,385816.2005051503,93048.56652739497,31,5,176,13288.19809963455,58144.29664012285
2022-01-06,601006.1575402771,123802.84565128144,383336.1980502751,93867.11383872064,31,5,176,13288.19809963455,58144.29664012285
2022-01-07,602626.616305656,137780.49630200217,371097.2410836074,93748.87892004641,30,5,177,13301.168361117612,58546.37474609778
2022-01-10,606790.90183449,137780.49630200217,374317.2507123812,94693.15482010659,30,5,177,13301.168361117612,58546.37474609778
2022-01-11,605296.958655159,137780.49630200217,373544.8075376586,93971.65481549819,30,5,177,13301.168361117612,58546.37474609778
2022-01-12,609104.3742669126,165379.4225594334,348445.2406018649,95279.7111056143,28,5,179,13322.664905092766,59180.50988951768
2022-01-13,612747.2375795242,165931.77874839332,350546.2266183345,96269.23221279637,28,5,180,13334.401667398497,59509.139234078124
2022-01-14,610769.4899271458,165931.77874839332,349024.10589678,95813.60528197243,28,5,180,13334.401667398497,59509.139234078124
2022-01-17,613648.6769920894,166404.06839232036,350199.52697650134,97045.08162326769,28,5,181,13345.914337808583,59831.49400556051
2022-01-18,605996.3624906489,153058.15405451178,357348.0971030869,95590.11133305012,29,5,181,13345.914337808583,59831.49400556051
2022-01-19,603814.3456761424,139712.2397167032,368834.6176842416,95267.48827519757,30,5,181,13345.914337808583,59831.49400556051
