date,symbol,open,high,low,close,volume
2025-07-15,COALINDIA,383.9,387.25,383.45,386.45,4586811
2025-07-14,COALINDIA,382.0,385.9,381.5,383.85,5109504
2025-07-11,COALINDIA,384.05,384.3,380.6,380.95,4677164
2025-07-10,COALINDIA,388.05,388.85,382.55,384.05,4668066
2025-07-09,COALINDIA,383.05,388.15,382.85,387.45,4497121
2025-07-08,COALINDIA,384.95,385.5,382.3,382.85,5231160
2025-07-07,COALINDIA,386.5,386.5,384.0,384.25,2810768
2025-07-04,COALINDIA,387.7,387.9,383.4,386.1,3990767
2025-07-03,COALINDIA,387.9,389.0,385.5,386.45,3851213
2025-07-02,COALINDIA,390.0,391.7,385.45,386.9,7752338
2025-07-01,COALINDIA,392.5,393.9,389.0,389.75,5997283
2025-06-30,COALINDIA,395.5,397.4,390.8,391.95,4870935
2025-06-27,COALINDIA,395.0,397.7,392.1,394.15,16253653
2025-06-26,COALINDIA,392.0,394.7,390.65,394.15,5569101
2025-06-25,COALINDIA,393.85,395.4,391.0,391.75,4672204
2025-06-24,COALINDIA,394.45,395.4,390.7,392.65,4606984
2025-06-23,COALINDIA,387.0,393.1,384.7,392.5,3359491
2025-06-20,COALINDIA,384.2,391.8,384.15,389.05,6531957
2025-06-19,COALINDIA,390.35,391.5,383.5,384.25,4416367
2025-06-18,COALINDIA,391.3,393.4,388.1,390.35,4118145
2025-06-17,COALINDIA,394.0,395.85,390.1,391.3,3248476
2025-06-16,COALINDIA,391.0,394.6,386.2,394.35,3706240
2025-06-13,COALINDIA,390.0,392.35,386.0,391.2,5253032
2025-06-12,COALINDIA,402.0,402.35,391.5,392.7,11262656
2025-06-11,COALINDIA,400.1,409.5,398.4,402.1,11946342
2025-06-10,COALINDIA,403.0,404.5,398.85,399.55,6362912
2025-06-09,COALINDIA,400.9,406.2,400.0,401.0,9626374
2025-06-06,COALINDIA,397.85,400.6,396.05,398.95,7633919
2025-06-05,COALINDIA,394.6,397.8,392.55,394.9,6097293
2025-06-04,COALINDIA,392.85,395.0,389.6,394.6,3861957
2025-06-03,COALINDIA,399.7,400.5,390.5,392.85,7360608
2025-06-02,COALINDIA,398.95,401.4,395.5,399.7,6119571
2025-05-30,COALINDIA,398.95,404.75,396.35,397.3,6565658
2025-05-29,COALINDIA,400.0,401.2,397.0,398.2,7724668
2025-05-28,COALINDIA,401.0,401.85,396.5,398.2,6002200
2025-05-27,COALINDIA,402.5,403.55,398.3,399.95,6553758
2025-05-26,COALINDIA,402.55,405.8,401.75,402.7,6067873
2025-05-23,COALINDIA,400.2,403.0,399.0,401.5,4178408
2025-05-22,COALINDIA,405.0,406.65,393.2,398.85,7936875
2025-05-21,COALINDIA,411.65,413.55,404.25,405.35,7393102
2025-05-20,COALINDIA,405.5,417.25,404.0,408.1,18755291
2025-05-19,COALINDIA,405.95,407.45,401.05,402.7,5446656
2025-05-16,COALINDIA,406.0,409.0,403.6,404.8,4702603
2025-05-15,COALINDIA,403.75,406.4,399.6,404.65,10511989
2025-05-14,COALINDIA,396.75,404.05,396.45,403.1,6822756
2025-05-13,COALINDIA,395.5,399.6,394.05,395.15,6307140
2025-05-12,COALINDIA,391.95,396.1,387.5,395.5,6743279
