date,symbol,open,high,low,close,volume
2025-07-15,GRASIM,2789.0,2812.1,2762.8,2778.6,450965
2025-07-14,GRASIM,2774.0,2809.0,2755.1,2784.4,2913912
2025-07-11,GRASIM,2775.1,2807.5,2756.4,2762.0,476850
2025-07-10,GRASIM,2797.9,2809.8,2769.0,2775.1,780215
2025-07-09,GRASIM,2813.0,2830.0,2793.6,2797.9,659109
2025-07-08,GRASIM,2780.0,2841.3,2778.2,2820.8,846061
2025-07-07,GRASIM,2810.0,2819.9,2775.0,2779.1,278677
2025-07-04,GRASIM,2817.6,2820.0,2785.7,2805.9,286779
2025-07-03,GRASIM,2848.4,2849.9,2810.8,2817.6,393434
2025-07-02,GRASIM,2870.0,2878.9,2835.0,2849.8,917118
2025-07-01,GRASIM,2842.5,2870.0,2842.5,2848.1,535639
2025-06-30,GRASIM,2863.3,2890.0,2836.7,2844.5,447868
2025-06-27,GRASIM,2896.0,2896.0,2844.4,2861.1,678859
2025-06-26,GRASIM,2840.0,2894.9,2832.0,2883.3,1392932
2025-06-25,GRASIM,2791.9,2843.0,2786.5,2831.8,948185
2025-06-24,GRASIM,2746.0,2801.8,2737.3,2780.9,1562447
2025-06-23,GRASIM,2700.0,2737.5,2678.1,2723.7,728851
2025-06-20,GRASIM,2683.0,2732.9,2683.0,2712.6,1232377
2025-06-19,GRASIM,2680.0,2712.0,2670.0,2693.2,609547
2025-06-18,GRASIM,2671.4,2696.3,2667.3,2675.4,342289
2025-06-17,GRASIM,2704.9,2706.3,2665.0,2671.4,241142
2025-06-16,GRASIM,2665.0,2714.0,2652.1,2704.9,494993
2025-06-13,GRASIM,2652.1,2687.7,2635.8,2663.8,538879
2025-06-12,GRASIM,2718.1,2729.0,2676.0,2689.1,545570
2025-06-11,GRASIM,2708.1,2733.9,2678.2,2722.2,812149
2025-06-10,GRASIM,2710.0,2742.0,2666.6,2708.0,2885229
2025-06-09,GRASIM,2585.9,2614.9,2574.7,2608.5,552351
2025-06-06,GRASIM,2559.8,2578.1,2536.1,2574.4,414844
2025-06-05,GRASIM,2555.1,2599.0,2538.9,2554.4,950620
2025-06-04,GRASIM,2556.3,2573.1,2541.8,2549.7,529006
2025-06-03,GRASIM,2543.0,2563.0,2512.1,2552.4,1493898
2025-06-02,GRASIM,2546.0,2549.6,2511.0,2524.1,1209305
2025-05-30,GRASIM,2575.0,2604.9,2536.0,2545.8,1203864
2025-05-29,GRASIM,2577.6,2593.9,2552.2,2573.6,616258
2025-05-28,GRASIM,2620.8,2620.8,2570.1,2577.6,849149
2025-05-27,GRASIM,2656.0,2658.4,2595.0,2614.2,874537
2025-05-26,GRASIM,2672.5,2696.6,2640.1,2656.4,435977
